student_id,name,email,department,semester,year_of_study
845,Swati Patel,swati.patel@college.edu,Data Science,6,2
846,Swati Patil,swati.patil@college.edu,Data Science,7,4
847,Swati Shah,swati.shah@college.edu,Computer Science,8,2
848,Swati Sharma,swati.sharma@college.edu,Computer Science,8,4
849,Swati Thakur,swati.thakur@college.edu,AI,1,1
850,Tanvi Bhat,tanvi.bhat@college.edu,Computer Science,2,2
851,Tanvi Desai,tanvi.desai@college.edu,AI,3,4
852,Tanvi Ghosh,tanvi.ghosh@college.edu,Computer Science,1,3
853,Tanvi Gill,tanvi.gill@college.edu,Data Science,6,3
854,Tanvi Hegde,tanvi.hegde@college.edu,AI,1,2
855,Tanvi Kaur,tanvi.kaur@college.edu,AI,8,2
856,Tanvi Tiwari,tanvi.tiwari@college.edu,Data Science,2,1
857,Tanya Bajaj,tanya.bajaj@college.edu,AI,5,2
858,Tanya Desai,tanya.desai@college.edu,AI,1,1
859,Tanya Dubey,tanya.dubey@college.edu,Computer Science,7,1
860,Tanya Kaur,tanya.kaur@college.edu,AI,1,3
861,Tanya Mishra,tanya.mishra@college.edu,Information Technology,6,3
862,Tanya Pandey,tanya.pandey@college.edu,Data Science,6,4
863,Tanya Rao,tanya.rao@college.edu,Computer Science,3,3
864,Tanya Sethi,tanya.sethi@college.edu,Computer Science,6,3
865,Tanya Thakur,tanya.thakur@college.edu,Information Technology,4,2
866,Tarun Banerjee,tarun.banerjee@college.edu,Data Science,2,3
867,Tarun Desai,tarun.desai@college.edu,Data Science,2,4
868,Tarun Patel,tarun.patel@college.edu,Computer Science,5,2
869,Tarun Sharma,tarun.sharma@college.edu,AI,5,4
870,Tarun Shetty,tarun.shetty@college.edu,Computer Science,2,3
871,Tarun Verma,tarun.verma@college.edu,Data Science,7,4
872,Trisha Jain,trisha.jain@college.edu,Information Technology,5,2
873,Trisha Khanna,trisha.khanna@college.edu,Computer Science,3,1
874,Trisha Kulkarni,trisha.kulkarni@college.edu,Data Science,6,4
875,Trisha Pandey,trisha.pandey@college.edu,Computer Science,2,4
876,Trisha Pillai,trisha.pillai@college.edu,AI,8,2
877,Trisha Rao,trisha.rao@college.edu,Computer Science,5,2
878,Trisha Shetty,trisha.shetty@college.edu,Computer Science,2,4
879,Trisha Tiwari,trisha.tiwari@college.edu,Data Science,4,3
880,Tushar Bajaj,tushar.bajaj@college.edu,Data Science,1,4
881,Tushar Bhat,tushar.bhat@college.edu,Data Science,6,2
882,Tushar Hegde,tushar.hegde@college.edu,Computer Science,2,1
883,Tushar Joshi,tushar.joshi@college.edu,AI,1,1
884,Tushar Kumar,tushar.kumar@college.edu,Information Technology,5,3
885,Tushar Patil,tushar.patil@college.edu,Information Technology,1,4
886,Tushar Rao,tushar.rao@college.edu,Data Science,6,1
887,Tushar Reddy,tushar.reddy@college.edu,Data Science,2,4
888,Tushar Saxena,tushar.saxena@college.edu,Computer Science,4,2
889,Tushar Sen,tushar.sen@college.edu,Information Technology,7,1
890,Tushar Shetty,tushar.shetty@college.edu,Data Science,5,3
891,Uma Dutta,uma.dutta@college.edu,AI,2,2
892,Uma Gill,uma.gill@college.edu,AI,6,3
893,Uma Gupta,uma.gupta@college.edu,Data Science,5,2
894,Uma Khanna,uma.khanna@college.edu,Data Science,3,1
895,Uma Pandey,uma.pandey@college.edu,Information Technology,1,3
896,Uma Saxena,uma.saxena@college.edu,Information Technology,7,3
897,Uma Shah,uma.shah@college.edu,Computer Science,6,2
898,Uma Sharma,uma.sharma@college.edu,Information Technology,3,3
899,Uma Shetty,uma.shetty@college.edu,AI,8,2
900,Uma Singh,uma.singh@college.edu,AI,2,2
901,Varsha Agarwal,varsha.agarwal@college.edu,Data Science,4,2
902,Varsha Bhat,varsha.bhat@college.edu,Information Technology,5,2
903,Varsha Chatterjee,varsha.chatterjee@college.edu,Computer Science,1,1
904,Varsha Das,varsha.das@college.edu,AI,5,2
905,Varsha Dubey,varsha.dubey@college.edu,AI,7,4
906,Varsha Kapoor,varsha.kapoor@college.edu,Computer Science,2,3
907,Varsha Khanna,varsha.khanna@college.edu,Computer Science,5,4
908,Varsha Singh,varsha.singh@college.edu,AI,1,1
909,Varsha Thakur,varsha.thakur@college.edu,AI,2,4
910,Varun Bhatt,varun.bhatt@college.edu,Computer Science,5,3
911,Varun Bose,varun.bose@college.edu,AI,4,4
912,Varun Chatterjee,varun.chatterjee@college.edu,Data Science,6,1
913,Varun Chopra,varun.chopra@college.edu,Data Science,2,2
914,Varun Dutta,varun.dutta@college.edu,Computer Science,6,4
915,Varun Ghosh,varun.ghosh@college.edu,Information Technology,8,1
916,Varun Gupta,varun.gupta@college.edu,Computer Science,2,1
917,Varun Iyer,varun.iyer@college.edu,Computer Science,4,3
918,Varun Joshi,varun.joshi@college.edu,Information Technology,6,3
919,Varun Kaur,varun.kaur@college.edu,Information Technology,3,4
920,Varun Shetty,varun.shetty@college.edu,Information Technology,1,2
921,Vijay Arora,vijay.arora@college.edu,Data Science,3,1
922,Vijay Bajaj,vijay.bajaj@college.edu,AI,5,4
923,Vijay Bhatt,vijay.bhatt@college.edu,Data Science,4,1
924,Vijay Ghosh,vijay.ghosh@college.edu,AI,3,1
925,Vijay Iyer,vijay.iyer@college.edu,Data Science,2,2
926,Vijay Joshi,vijay.joshi@college.edu,AI,5,2
927,Vijay Kapoor,vijay.kapoor@college.edu,Data Science,5,4
928,Vijay Mukherjee,vijay.mukherjee@college.edu,Information Technology,3,2
929,Vijay Nair,vijay.nair@college.edu,Computer Science,8,2
930,Vijay Pillai,vijay.pillai@college.edu,Data Science,3,4
931,Vijay Reddy,vijay.reddy@college.edu,AI,8,2
932,Vijay Saxena,vijay.saxena@college.edu,Information Technology,4,3
933,Vijay Tiwari,vijay.tiwari@college.edu,Data Science,1,1
934,Vijay Trivedi,vijay.trivedi@college.edu,Data Science,3,1
935,Vikram Arora,vikram.arora@college.edu,Information Technology,7,1
936,Vikram Banerjee,vikram.banerjee@college.edu,Data Science,8,1
937,Vikram Desai,vikram.desai@college.edu,Computer Science,3,4
938,Vikram Gupta,vikram.gupta@college.edu,Data Science,6,1
939,Vikram Kapoor,vikram.kapoor@college.edu,Computer Science,2,1
940,Vikram Kumar,vikram.kumar@college.edu,Computer Science,7,1
941,Vikram Mukherjee,vikram.mukherjee@college.edu,Information Technology,7,1
942,Vikram Roy,vikram.roy@college.edu,Data Science,8,3
943,Vikram Shetty,vikram.shetty@college.edu,Information Technology,6,1
944,Vikram Singh,vikram.singh@college.edu,Data Science,6,3
945,Vinay Das,vinay.das@college.edu,Data Science,5,4
946,Vinay Iyer,vinay.iyer@college.edu,AI,8,2
947,Vinay Pandey,vinay.pandey@college.edu,Data Science,1,1
948,Vinay Shah,vinay.shah@college.edu,Information Technology,2,2
949,Vishal Banerjee,vishal.banerjee@college.edu,Computer Science,4,2
950,Vishal Dutta,vishal.dutta@college.edu,Data Science,7,4
951,Vishal Kapoor,vishal.kapoor@college.edu,AI,4,2
952,Vishal Kaur,vishal.kaur@college.edu,Information Technology,3,3
953,Vishal Kulkarni,vishal.kulkarni@college.edu,Data Science,3,2
954,Vishal Malhotra,vishal.malhotra@college.edu,Information Technology,4,2
955,Vishal Mehta,vishal.mehta@college.edu,AI,3,2
956,Vishal Pillai,vishal.pillai@college.edu,AI,1,1
957,Vishal Roy,vishal.roy@college.edu,Information Technology,6,1
958,Vishal Sen,vishal.sen@college.edu,Data Science,3,3
959,Vishal Verma,vishal.verma@college.edu,Computer Science,5,3
960,Vivek Bhat,vivek.bhat@college.edu,AI,3,1
961,Vivek Bhatt,vivek.bhatt@college.edu,Data Science,2,3
962,Vivek Das,vivek.das@college.edu,Data Science,1,1
963,Vivek Ghosh,vivek.ghosh@college.edu,Computer Science,2,4
964,Vivek Gill,vivek.gill@college.edu,AI,2,2
965,Vivek Hegde,vivek.hegde@college.edu,AI,5,2
966,Vivek Kapoor,vivek.kapoor@college.edu,Data Science,1,3
967,Vivek Malhotra,vivek.malhotra@college.edu,Data Science,1,1
968,Vivek Shah,vivek.shah@college.edu,Computer Science,8,1
969,Vivek Shetty,vivek.shetty@college.edu,Computer Science,1,3
970,Vivek Tiwari,vivek.tiwari@college.edu,AI,1,1
971,Yamini Banerjee,yamini.banerjee@college.edu,Information Technology,1,4
972,Yamini Bose,yamini.bose@college.edu,AI,5,2
973,Yamini Desai,yamini.desai@college.edu,Data Science,3,3
974,Yamini Ghosh,yamini.ghosh@college.edu,AI,8,3
975,Yamini Joshi,yamini.joshi@college.edu,Information Technology,2,1
976,Yamini Kulkarni,yamini.kulkarni@college.edu,Computer Science,1,3
977,Yamini Malhotra,yamini.malhotra@college.edu,Information Technology,7,4
978,Yamini Mishra,yamini.mishra@college.edu,Information Technology,3,1
979,Yamini Pillai,yamini.pillai@college.edu,Information Technology,3,1
980,Yamini Trivedi,yamini.trivedi@college.edu,Computer Science,2,1
981,Yash Arora,yash.arora@college.edu,Information Technology,5,1
982,Yash Banerjee,yash.banerjee@college.edu,Information Technology,4,4
983,Yash Ghosh,yash.ghosh@college.edu,Information Technology,4,1
984,Yash Gill,yash.gill@college.edu,Data Science,3,3
985,Yash Iyer,yash.iyer@college.edu,Information Technology,6,4
986,Yash Khanna,yash.khanna@college.edu,Computer Science,6,2
987,Yash Menon,yash.menon@college.edu,Information Technology,2,2
988,Yash Pandey,yash.pandey@college.edu,Information Technology,4,3
989,Yash Trivedi,yash.trivedi@college.edu,Computer Science,3,3
990,Zara Agarwal,zara.agarwal@college.edu,Information Technology,5,4
991,Zara Bajaj,zara.bajaj@college.edu,Computer Science,4,2
992,Zara Dubey,zara.dubey@college.edu,Information Technology,3,2
993,Zara Gupta,zara.gupta@college.edu,Computer Science,3,2
994,Zara Iyer,zara.iyer@college.edu,Information Technology,1,2
995,Zara Kulkarni,zara.kulkarni@college.edu,Information Technology,5,2
996,Zara Mishra,zara.mishra@college.edu,Data Science,1,1
997,Zara Pandey,zara.pandey@college.edu,Data Science,2,3
998,Zara Pillai,zara.pillai@college.edu,Information Technology,1,1
999,Zara Rao,zara.rao@college.edu,Information Technology,7,2
1000,Zara Reddy,zara.reddy@college.edu,AI,1,4
